arxiv_id,seed_id,sample_role,retrieved_by,ranks,title,abstract,authors,published,updated,categories,url,decision,exclusion_reason,reviewer_note
2508.02736,agentsight-2025,seed-calibration,,{},AgentSight: System-Level Observability for AI Agents Using eBPF,"Modern software infrastructure increasingly relies on LLM agents for development and maintenance, such as Claude Code and Gemini-cli. However, these AI agents differ fundamentally from traditional deterministic software, posing a significant challenge to conventional monitoring and debugging. This creates a critical semantic gap: existing tools observe either an agent's high-level intent (via LLM prompts) or its low-level actions (e.g., system calls), but cannot correlate these two views. This blindness makes it difficult to distinguish between benign operations, malicious attacks, and costly failures. We introduce AgentSight, an AgentOps observability framework that bridges this semantic gap using a hybrid approach. Our approach, boundary tracing, monitors agents from outside their application code at stable system interfaces using eBPF. AgentSight intercepts TLS-encrypted LLM traffic to extract semantic intent, monitors kernel events to observe system-wide effects, and causally correlates these two streams across process boundaries using a real-time engine and secondary LLM analysis. This instrumentation-free technique is framework-agnostic, resilient to rapid API changes, and incurs less than 3% performance overhead. Our evaluation shows AgentSight detects prompt injection attacks, identifies resource-wasting reasoning loops, and reveals hidden coordination bottlenecks in multi-agent systems. AgentSight is released as an open-source project at https://github.com/agent-sight/agentsight.",Yusheng Zheng; Yanpeng Hu; Tong Yu; Andi Quinn,2025-08-02T01:43:39Z,2025-08-15T11:45:40Z,cs.OS;cs.SE,https://arxiv.org/abs/2508.02736v2,include,,"Title/abstract explicitly connects an LLM/AI agent with a security, privacy, authorization, provenance, audit, or forensic concern."
2508.02866,prov-agent-2025,seed-calibration,qd,"{""qd"": 23}",PROV-AGENT: Unified Provenance for Tracking AI Agent Interactions in Agentic Workflows,"Large Language Models (LLMs) and other foundation models are increasingly used as the core of AI agents. In agentic workflows, these agents plan tasks, interact with humans and peers, and influence scientific outcomes across federated and heterogeneous environments. However, agents can hallucinate or reason incorrectly, propagating errors when one agent's output becomes another's input. Thus, assuring that agents' actions are transparent, traceable, reproducible, and reliable is critical to assess hallucination risks and mitigate their workflow impacts. While provenance techniques have long supported these principles, existing methods fail to capture and relate agent-centric metadata such as prompts, responses, and decisions with the broader workflow context and downstream outcomes. In this paper, we introduce PROV-AGENT, a provenance model that extends W3C PROV and leverages the Model Context Protocol (MCP) and data observability to integrate agent interactions into end-to-end workflow provenance. Our contributions include: (1) a provenance model tailored for agentic workflows, (2) a near real-time, open-source system for capturing agentic provenance, and (3) a cross-facility evaluation spanning edge, cloud, and HPC environments, demonstrating support for critical provenance queries and agent reliability analysis.",Renan Souza; Amal Gueroudji; Stephen DeWitt; Daniel Rosendo; Tirthankar Ghosal; Robert Ross; Prasanna Balaprakash; Rafael Ferreira da Silva,2025-08-04T19:54:40Z,2025-08-20T15:00:50Z,cs.DC;cs.DB,https://arxiv.org/abs/2508.02866v3,include,,"Title/abstract explicitly connects an LLM/AI agent with a security, privacy, authorization, provenance, audit, or forensic concern."
2604.02767,sentinelagent-2026,seed-calibration,,{},SentinelAgent: Intent-Verified Delegation Chains for Securing Federal Multi-Agent AI Systems,"When Agent A delegates to Agent B, which invokes Tool C on behalf of User X, no existing framework can answer: whose authorization chain led to this action, and where did it violate policy? This paper introduces SentinelAgent, a formal framework for verifiable delegation chains in federal multi-agent AI systems. The Delegation Chain Calculus (DCC) defines seven properties - six deterministic (authority narrowing, policy preservation, forensic reconstructibility, cascade containment, scope-action conformance, output schema conformance) and one probabilistic (intent preservation) - with four meta-theorems and one proposition establishing the practical infeasibility of deterministic intent verification. The Intent-Preserving Delegation Protocol (IPDP) enforces all seven properties at runtime through a non-LLM Delegation Authority Service. A three-point verification lifecycle achieves 100% combined TPR at 0% FPR on DelegationBench v4 (516 scenarios, 10 attack categories, 13 federal domains). Under black-box adversarial conditions, the DAS blocks 30/30 attacks with 0 false positives. Deterministic properties are unbreakable under adversarial stress testing; intent verification degrades to 13% against sophisticated paraphrasing. Fine-tuning the NLI model on 190 government delegation examples improves P2 from 1.7% to 88.3% TPR (5-fold cross-validated, F1=82.1%). Properties P1, P3-P7 are mechanically verified via TLA+ model checking across 2.7 million states with zero violations. Even when intent verification is evaded, the remaining six properties constrain the adversary to permitted API calls, conformant outputs, traceable actions, bounded cascades, and compliant behavior.",KrishnaSaiReddy Patil,2026-04-03T06:25:18Z,2026-04-03T06:25:18Z,cs.CR;cs.AI;cs.MA,https://arxiv.org/abs/2604.02767v1,include,,"Title/abstract explicitly connects an LLM/AI agent with a security, privacy, authorization, provenance, audit, or forensic concern."
2604.05589,agentic-investigations-2026,seed-calibration,,{},Foundations for Agentic AI Investigations from the Forensic Analysis of OpenClaw,"Agentic Al systems are increasingly deployed as personal assistants and are likely to become a common object of digital investigations. However, little is known about how their internal state and actions can be reconstructed during forensic analysis. Despite growing popularity, systematic forensic approaches for such systems remain largely unexplored. This paper presents an empirical study of OpenClaw a widely used single-agent assistant. We examine OpenClaw's technical design via static code analysis and apply differential forensic analysis to identify recoverable traces across stages of the agent interaction loop. We classify and correlate these traces to assess their investigative value in a systematic way. Based on these observations, we propose an agent artifact taxonomy that captures recurring investigative patterns. Finally, we highlight a foundational challenge for agentic Al forensics: agent-mediated execution introduces an additional layer of abstraction and substantial nondeterminism in trace generation. The large language model (LLM), the execution environment, and the evolving context can influence tool choice and state transitions in ways that are largely absent from rule-based software. Overall, our results provide an initial foundation for the systematic investigation of agentic Al and outline implications for digital forensic practice and future research.",Jan Gruber; Jan-Niclas Hilgert,2026-04-07T08:35:22Z,2026-04-07T08:35:22Z,cs.CR;cs.AI,https://arxiv.org/abs/2604.05589v1,include,,"Title/abstract explicitly connects an LLM/AI agent with a security, privacy, authorization, provenance, audit, or forensic concern."
2605.23904,skillopt-2026,seed-calibration,,{},SkillOpt: Executive Strategy for Self-Evolving Agent Skills,"Agent skills today are hand-crafted, generated one-shot, or evolved through loosely controlled self-revision, none of which behaves like a deep-learning optimizer for the skill, and none of which reliably improves over its starting point under feedback. We argue the skill should instead be trained as the external state of a frozen agent, with the same discipline that makes weight-space optimization reproducible. SkillOpt is, to our knowledge, the first systematic controllable text-space optimizer for agent skills: a separate optimizer model turns scored rollouts into bounded add/delete/replace edits on a single skill document, and an edit is accepted only when it strictly improves a held-out validation score. A textual learning-rate budget, rejected-edit buffer, and epoch-wise slow/meta update make skill training stable while adding zero inference-time model calls at deployment. Across six benchmarks, seven target models, and three execution harnesses (direct chat, Codex, Claude Code), SkillOpt is best or tied on all 52 evaluated (model, benchmark, harness) cells and beats every per-cell competitor among human, one-shot LLM, Trace2Skill, TextGrad, GEPA, and EvoSkill skills. On GPT-5.5 it lifts the average no-skill accuracy by +23.5 points in direct chat, by +24.8 inside the Codex agentic loop, and by +19.1 inside Claude Code. Transfer experiments further show that optimized skill artifacts retain value when moved across model scales, between Codex and Claude Code execution environments, and to a nearby math benchmark without further optimization. Code: https://aka.ms/skillopt",Yifan Yang; Ziyang Gong; Weiquan Huang; Qihao Yang; Ziwei Zhou; Zisu Huang; Yan Li; Xuemei Gao; Qi Dai; Bei Liu; Kai Qiu; Yuqing Yang; Dongdong Chen; Xue Yang; Chong Luo,2026-05-22T17:59:50Z,2026-05-25T17:58:16Z,cs.AI;cs.CL,https://arxiv.org/abs/2605.23904v2,exclude,E03-no-security-focus,Self-evolving skill optimization is evaluated without an explicit security or privacy problem.
2605.24069,mcp-tdp-2026,seed-calibration,,{},When the Manual Lies: A Realistic Benchmark to Evaluate MCP Poisoning Attacks for LLM Agents,"The rise of tool-using Large Language Model (LLM) agents, standardized by protocols like the Model Context Protocol (MCP), has unlocked unprecedented autonomous execution capabilities for LLM Agents by integrating external open-domain knowledge and tools. However, this interoperability introduces a covert attack surface targeting the agent's cognitive planning layer. This paper systematically investigates Tool Description Poisoning (TDP), a novel semantic attack. In TDP, malicious instructions are not embedded in a tool's executable code, but rather covertly injected into its descriptive metadata, the very ""manual"" an agent relies on for secure planning and decision-making. To rigorously and systematically evaluate this emerging threat, we introduce the MCP-TDP Security Benchmark. This high-fidelity sandbox environment comprises 32 realistic, real-world test cases spanning 6 distinct risk categories. Our evaluation of 8 mainstream LLMs reveals severe vulnerabilities, with leading models like GPT-4o exhibiting a nearly 100% Attack Success Rate (ASR) in six high-risk scenarios. Furthermore, our findings demonstrate that common prompt-guardrail defenses are largely ineffective and can, counterintuitively, even be counterproductive (a phenomenon which we term the ""Firewall Fallacy""). Crucially, we also propose a defense mechanism: ""Reactive Self-Correction,"" where an agent autonomously detects and reverts its own malicious actions post-execution. This work provides the first specialized security benchmark tailored for TDP, offering essential insights for securing the cognitive and planning layers of advanced agentic systems.",Shi Liu; Xuehai Tang; Xikang Yang; Liang Lin; Biyu Zhou; Wenjie Xiao; Wantao Liu,2026-05-22T08:34:48Z,2026-05-22T08:34:48Z,cs.CR;cs.AI,https://arxiv.org/abs/2605.24069v1,include,,"Title/abstract explicitly connects an LLM/AI agent with a security, privacy, authorization, provenance, audit, or forensic concern."
2606.04990,evidence-provenance-survey-2026,seed-calibration,,{},From Agent Traces to Trust: A Survey of Evidence Tracing and Execution Provenance in LLM Agents,"Large language model (LLM)-based agents are evolving from passive text generators into autonomous systems capable of planning, tool use, retrieval, memory access, environmental interaction, and multi-agent collaboration. These capabilities expand agent autonomy, but also make agent behavior harder to verify, debug, and audit. Final-answer accuracy alone cannot explain how an output was produced, which evidence supported each claim, whether tool calls were justified, how memory influenced later decisions, or where failures originated. This survey examines evidence tracing and execution provenance as foundations for process-level accountability in trustworthy LLM agents. We define execution provenance as the typed graph of an agent execution and evidence tracing as its projection onto evidence-support relations. This perspective connects retrieval grounding, claim support, tool-use safety, memory lineage, observability, debugging, audit, and recovery within a unified framework. We introduce a taxonomy covering trace sources, evidence and execution units, provenance relations, tracing granularity and timing, representation forms, and trust functions. We then review key methodological directions, including provenance representation, evidence attribution, tool-use provenance, runtime guardrails, provenance-bearing memory, observability, and failure diagnosis. Finally, we discuss benchmarks, datasets, metrics, and open challenges for building provenance-aware, auditable, and recoverable agent systems.",Yiqi Wang; Jiaqi Zhang; Taotao Cai; Zirui Liu; Qingqiang Sun; Zequn Sun; Zhangkai Wu; Manqing Dong; Mingkai Zheng; Xuefei Yin; Yanming Zhu,2026-06-03T15:12:47Z,2026-06-28T07:06:10Z,cs.CR;cs.AI,https://arxiv.org/abs/2606.04990v4,include,,"Title/abstract explicitly connects an LLM/AI agent with a security, privacy, authorization, provenance, audit, or forensic concern."
2606.09692,delegated-observability-2026,seed-calibration,qd,"{""qd"": 25}",Observability for Delegated Execution in Agentic AI Systems,"Delegation-scoped execution is not identifiable from standard observables: audit logs and execution traces can be identical under multiple incompatible delegation assignments. This gap is especially acute in LLM-based agentic systems, where agents dynamically select tools, vary execution sequences across runs for the same instruction, and spawn cooperating sub-agents. These dynamics fragment and interleave traces, making delegation-scoped reconstruction from causal structure alone structurally underdetermined. Although individual actions are authorized and logged, existing audit, tracing, and security schemas lack the semantics to reconstruct what actions occurred under a given delegation across heterogeneous systems. We focus on delegation-scoped attribution and access/share footprint reconstruction, not intent inference or reasoning reconstruction. We present an agent-aware observability substrate consisting of a lightweight gateway and a common information model that binds delegation context at execution time. This enables reliable cross-tool delegation-scoped reconstruction and direct forensic queries without heuristic time-window correlation.",Abhinav Mishra; Kumar Sharad,2026-06-08T16:10:05Z,2026-06-08T16:10:05Z,cs.CR;cs.AI,https://arxiv.org/abs/2606.09692v1,include,,"Title/abstract explicitly connects an LLM/AI agent with a security, privacy, authorization, provenance, audit, or forensic concern."
2402.11208,,precision-at-25,qa,"{""qa"": 5}",Watch Out for Your Agents! Investigating Backdoor Threats to LLM-Based Agents,"Driven by the rapid development of Large Language Models (LLMs), LLM-based agents have been developed to handle various real-world applications, including finance, healthcare, and shopping, etc. It is crucial to ensure the reliability and security of LLM-based agents during applications. However, the safety issues of LLM-based agents are currently under-explored. In this work, we take the first step to investigate one of the typical safety threats, backdoor attack, to LLM-based agents. We first formulate a general framework of agent backdoor attacks, then we present a thorough analysis of different forms of agent backdoor attacks. Specifically, compared with traditional backdoor attacks on LLMs that are only able to manipulate the user inputs and model outputs, agent backdoor attacks exhibit more diverse and covert forms: (1) From the perspective of the final attacking outcomes, the agent backdoor attacker can not only choose to manipulate the final output distribution, but also introduce the malicious behavior in an intermediate reasoning step only, while keeping the final output correct. (2) Furthermore, the former category can be divided into two subcategories based on trigger locations, in which the backdoor trigger can either be hidden in the user query or appear in an intermediate observation returned by the external environment. We implement the above variations of agent backdoor attacks on two typical agent tasks including web shopping and tool utilization. Extensive experiments show that LLM-based agents suffer severely from backdoor attacks and such backdoor vulnerability cannot be easily mitigated by current textual backdoor defense algorithms. This indicates an urgent need for further research on the development of targeted defenses against backdoor attacks on LLM-based agents. Warning: This paper may contain biased content.",Wenkai Yang; Xiaohan Bi; Yankai Lin; Sishuo Chen; Jie Zhou; Xu Sun,2024-02-17T06:48:45Z,2024-10-29T15:32:04Z,cs.CR;cs.AI;cs.CL,https://arxiv.org/abs/2402.11208v2,include,,"Title/abstract explicitly connects an LLM/AI agent with a security, privacy, authorization, provenance, audit, or forensic concern."
2410.14728,,precision-at-25,qa,"{""qa"": 9}",Security Threats in Agentic AI System,"This research paper explores the privacy and security threats posed to an Agentic AI system with direct access to database systems. Such access introduces significant risks, including unauthorized retrieval of sensitive information, potential exploitation of system vulnerabilities, and misuse of personal or confidential data. The complexity of AI systems combined with their ability to process and analyze large volumes of data increases the chances of data leaks or breaches, which could occur unintentionally or through adversarial manipulation. Furthermore, as AI agents evolve with greater autonomy, their capacity to bypass or exploit security measures becomes a growing concern, heightening the need to address these critical vulnerabilities in agentic systems.",Raihan Khan; Sayak Sarkar; Sainik Kumar Mahata; Edwin Jose,2024-10-16T06:40:02Z,2024-10-16T06:40:02Z,cs.CR;cs.AI;cs.MA,https://arxiv.org/abs/2410.14728v1,include,,"Title/abstract explicitly connects an LLM/AI agent with a security, privacy, authorization, provenance, audit, or forensic concern."
2501.09674,,precision-at-25,qd,"{""qd"": 3}",Authenticated Delegation and Authorized AI Agents,"The rapid deployment of autonomous AI agents creates urgent challenges around authorization, accountability, and access control in digital spaces. New standards are needed to know whom AI agents act on behalf of and guide their use appropriately, protecting online spaces while unlocking the value of task delegation to autonomous agents. We introduce a novel framework for authenticated, authorized, and auditable delegation of authority to AI agents, where human users can securely delegate and restrict the permissions and scope of agents while maintaining clear chains of accountability. This framework builds on existing identification and access management protocols, extending OAuth 2.0 and OpenID Connect with agent-specific credentials and metadata, maintaining compatibility with established authentication and web infrastructure. Further, we propose a framework for translating flexible, natural language permissions into auditable access control configurations, enabling robust scoping of AI agent capabilities across diverse interaction modalities. Taken together, this practical approach facilitates immediate deployment of AI agents while addressing key security and accountability concerns, working toward ensuring agentic AI systems perform only appropriate actions and providing a tool for digital service providers to enable AI agent interactions without risking harm from scalable interaction.",Tobin South; Samuele Marro; Thomas Hardjono; Robert Mahari; Cedric Deslandes Whitney; Dazza Greenwood; Alan Chan; Alex Pentland,2025-01-16T17:11:21Z,2025-01-16T17:11:21Z,cs.CY;cs.AI;cs.NI,https://arxiv.org/abs/2501.09674v1,include,,"Title/abstract explicitly connects an LLM/AI agent with a security, privacy, authorization, provenance, audit, or forensic concern."
2503.00061,,precision-at-25,qa,"{""qa"": 24}",Adaptive Attacks Break Defenses Against Indirect Prompt Injection Attacks on LLM Agents,"Large Language Model (LLM) agents exhibit remarkable performance across diverse applications by using external tools to interact with environments. However, integrating external tools introduces security risks, such as indirect prompt injection (IPI) attacks. Despite defenses designed for IPI attacks, their robustness remains questionable due to insufficient testing against adaptive attacks. In this paper, we evaluate eight different defenses and bypass all of them using adaptive attacks, consistently achieving an attack success rate of over 50%. This reveals critical vulnerabilities in current defenses. Our research underscores the need for adaptive attack evaluation when designing defenses to ensure robustness and reliability. The code is available at https://github.com/uiuc-kang-lab/AdaptiveAttackAgent.",Qiusi Zhan; Richard Fang; Henil Shalin Panchal; Daniel Kang,2025-02-27T04:04:50Z,2025-03-04T03:32:46Z,cs.CR;cs.LG,https://arxiv.org/abs/2503.00061v2,include,,"Title/abstract explicitly connects an LLM/AI agent with a security, privacy, authorization, provenance, audit, or forensic concern."
2505.19301,,precision-at-25,qd,"{""qd"": 19}",A Novel Zero-Trust Identity Framework for Agentic AI: Decentralized Authentication and Fine-Grained Access Control,"Traditional Identity and Access Management (IAM) systems, primarily designed for human users or static machine identities via protocols such as OAuth, OpenID Connect (OIDC), and SAML, prove fundamentally inadequate for the dynamic, interdependent, and often ephemeral nature of AI agents operating at scale within Multi Agent Systems (MAS), a computational system composed of multiple interacting intelligent agents that work collectively. This paper posits the imperative for a novel Agentic AI IAM framework: We deconstruct the limitations of existing protocols when applied to MAS, illustrating with concrete examples why their coarse-grained controls, single-entity focus, and lack of context-awareness falter. We then propose a comprehensive framework built upon rich, verifiable Agent Identities (IDs), leveraging Decentralized Identifiers (DIDs) and Verifiable Credentials (VCs), that encapsulate an agents capabilities, provenance, behavioral scope, and security posture. Our framework includes an Agent Naming Service (ANS) for secure and capability-aware discovery, dynamic fine-grained access control mechanisms, and critically, a unified global session management and policy enforcement layer for real-time control and consistent revocation across heterogeneous agent communication protocols. We also explore how Zero-Knowledge Proofs (ZKPs) enable privacy-preserving attribute disclosure and verifiable policy compliance. We outline the architecture, operational lifecycle, innovative contributions, and security considerations of this new IAM paradigm, aiming to establish the foundational trust, accountability, and security necessary for the burgeoning field of agentic AI and the complex ecosystems they will inhabit.",Ken Huang; Vineeth Sai Narajala; John Yeoh; Jason Ross; Ramesh Raskar; Youssef Harkati; Jerry Huang; Idan Habler; Chris Hughes,2025-05-25T20:21:55Z,2025-05-28T17:37:25Z,cs.CR;cs.AI;cs.MA,https://arxiv.org/abs/2505.19301v2,include,,"Title/abstract explicitly connects an LLM/AI agent with a security, privacy, authorization, provenance, audit, or forensic concern."
2506.02859,,precision-at-25,qa,"{""qa"": 16}",ATAG: AI-Agent Application Threat Assessment with Attack Graphs,"Evaluating the security of multi-agent systems (MASs) powered by large language models (LLMs) is challenging, primarily because of the systems' complex internal dynamics and the evolving nature of LLM vulnerabilities. Traditional attack graph (AG) methods often lack the specific capabilities to model attacks on LLMs. This paper introduces AI-agent application Threat assessment with Attack Graphs (ATAG), a novel framework designed to systematically analyze the security risks associated with AI-agent applications. ATAG extends the MulVAL logic-based AG generation tool with custom facts and interaction rules to accurately represent AI-agent topologies, vulnerabilities, and attack scenarios. As part of this research, we also created the LLM vulnerability database (LVD) to initiate the process of standardizing LLM vulnerabilities documentation. To demonstrate ATAG's efficacy, we applied it to two multi-agent applications. Our case studies demonstrated the framework's ability to model and generate AGs for sophisticated, multi-step attack scenarios exploiting vulnerabilities such as prompt injection, excessive agency, sensitive information disclosure, and insecure output handling across interconnected agents. ATAG is an important step toward a robust methodology and toolset to help understand, visualize, and prioritize complex attack paths in multi-agent AI systems (MAASs). It facilitates proactive identification and mitigation of AI-agent threats in multi-agent applications.",Parth Atulbhai Gandhi; Akansha Shukla; David Tayouri; Beni Ifland; Yuval Elovici; Rami Puzis; Asaf Shabtai,2025-06-03T13:25:40Z,2025-06-03T13:25:40Z,cs.CR;cs.AI,https://arxiv.org/abs/2506.02859v1,include,,"Title/abstract explicitly connects an LLM/AI agent with a security, privacy, authorization, provenance, audit, or forensic concern."
2506.04133,,precision-at-25,qa,"{""qa"": 15}","TRiSM for Agentic AI: A Review of Trust, Risk, and Security Management in LLM-based Agentic Multi-Agent Systems","Agentic AI systems, built upon large language models (LLMs) and deployed in multi-agent configurations, are redefining intelligence, autonomy, collaboration, and decision-making across enterprise and societal domains. This review presents a structured analysis of Trust, Risk, and Security Management (TRiSM) in the context of LLM-based Agentic Multi-Agent Systems (AMAS). We begin by examining the conceptual foundations of Agentic AI and highlight its architectural distinctions from traditional AI agents. We then adapt and extend the AI TRiSM framework for Agentic AI, structured around key pillars: \textit{ Explainability, ModelOps, Security, Privacy} and \textit{their Lifecycle Governance}, each contextualized to the challenges of AMAS. A risk taxonomy is proposed to capture the unique threats and vulnerabilities of Agentic AI, ranging from coordination failures to prompt-based adversarial manipulation. To support practical assessment in Agentic AI works, we introduce two novel metrics: the Component Synergy Score (CSS), which quantifies the quality of inter-agent collaboration, and the Tool Utilization Efficacy (TUE), which evaluates the efficiency of tool use within agent workflows. We further discuss strategies for improving explainability in Agentic AI, as well as approaches to enhancing security and privacy through encryption, adversarial robustness, and regulatory compliance. The review concludes with a research roadmap for the responsible development and deployment of Agentic AI, highlighting key directions to align emerging systems with TRiSM principles-ensuring safety, transparency, and accountability in their operation.",Shaina Raza; Ranjan Sapkota; Manoj Karkee; Christos Emmanouilidis,2025-06-04T16:26:11Z,2025-12-18T15:13:55Z,cs.AI,https://arxiv.org/abs/2506.04133v5,include,,"Title/abstract explicitly connects an LLM/AI agent with a security, privacy, authorization, provenance, audit, or forensic concern."
2506.05739,,precision-at-25,qa,"{""qa"": 10}",To Protect the LLM Agent Against the Prompt Injection Attack with Polymorphic Prompt,"LLM agents are widely used as agents for customer support, content generation, and code assistance. However, they are vulnerable to prompt injection attacks, where adversarial inputs manipulate the model's behavior. Traditional defenses like input sanitization, guard models, and guardrails are either cumbersome or ineffective. In this paper, we propose a novel, lightweight defense mechanism called Polymorphic Prompt Assembling (PPA), which protects against prompt injection with near-zero overhead. The approach is based on the insight that prompt injection requires guessing and breaking the structure of the system prompt. By dynamically varying the structure of system prompts, PPA prevents attackers from predicting the prompt structure, thereby enhancing security without compromising performance. We conducted experiments to evaluate the effectiveness of PPA against existing attacks and compared it with other defense methods.",Zhilong Wang; Neha Nagaraja; Lan Zhang; Hayretdin Bahsi; Pawan Patil; Peng Liu,2025-06-06T04:50:57Z,2025-06-06T04:50:57Z,cs.CR;cs.AI,https://arxiv.org/abs/2506.05739v1,include,,"Title/abstract explicitly connects an LLM/AI agent with a security, privacy, authorization, provenance, audit, or forensic concern."
2507.06323,,precision-at-25,qa,"{""qa"": 19}",Bridging AI and Software Security: A Comparative Vulnerability Assessment of LLM Agent Deployment Paradigms,"Large Language Model (LLM) agents face security vulnerabilities spanning AI-specific and traditional software domains, yet current research addresses these separately. This study bridges this gap through comparative evaluation of Function Calling architecture and Model Context Protocol (MCP) deployment paradigms using a unified threat classification framework. We tested 3,250 attack scenarios across seven language models, evaluating simple, composed, and chained attacks targeting both AI-specific threats (prompt injection) and software vulnerabilities (JSON injection, denial-of-service). Function Calling showed higher overall attack success rates (73.5% vs 62.59% for MCP), with greater system-centric vulnerability while MCP exhibited increased LLM-centric exposure. Attack complexity dramatically amplified effectiveness, with chained attacks achieving 91-96% success rates. Counterintuitively, advanced reasoning models demonstrated higher exploitability despite better threat detection. Results demonstrate that architectural choices fundamentally reshape threat landscapes. This work establishes methodological foundations for cross-domain LLM agent security assessment and provides evidence-based guidance for secure deployment. Code and experimental materials are available at https: // github. com/ theconsciouslab-ai/llm-agent-security.",Tarek Gasmi; Ramzi Guesmi; Ines Belhadj; Jihene Bennaceur,2025-07-08T18:24:28Z,2025-07-08T18:24:28Z,cs.CR;cs.AI,https://arxiv.org/abs/2507.06323v1,include,,"Title/abstract explicitly connects an LLM/AI agent with a security, privacy, authorization, provenance, audit, or forensic concern."
2507.06850,,precision-at-25,qa,"{""qa"": 22}",The Dark Side of LLMs: Agent-based Attack Vectors for System-level Compromise,"The rapid adoption of Large Language Model (LLM) agents and multi-agent systems enables remarkable capabilities in natural language processing and generation. However, these systems introduce security vulnerabilities that extend beyond traditional content generation to system-level compromises. This paper presents a comprehensive evaluation of the LLMs security used as reasoning engines within autonomous agents, highlighting how they can be exploited as attack vectors capable of achieving computer takeovers. We focus on how different attack surfaces and trust boundaries can be leveraged to orchestrate such takeovers. We demonstrate that adversaries can effectively coerce popular LLMs into autonomously installing and executing malware on victim machines. Our evaluation of 18 state-of-the-art LLMs reveals that 94.4% of models succumb to Direct Prompt Injection, and 83.3% are vulnerable to the more stealthy and evasive RAG Backdoor Attack. Notably, we tested trust boundaries within multi-agent systems, where LLM agents interact and influence each other, and we revealed that LLMs which successfully resist direct injection or RAG backdoor attacks will execute identical payloads when requested by peer agents. We found that 100.0% of tested LLMs can be compromised through Inter-Agent Trust Exploitation attacks, and that every model exhibits context-dependent security behaviors that create exploitable blind spots.",Matteo Lupinacci; Francesco Aurelio Pironti; Francesco Blefari; Francesco Romeo; Luigi Arena; Angelo Furfaro,2025-07-09T13:54:58Z,2026-05-09T07:47:24Z,cs.CR;cs.AI,https://arxiv.org/abs/2507.06850v6,include,,"Title/abstract explicitly connects an LLM/AI agent with a security, privacy, authorization, provenance, audit, or forensic concern."
2507.13169,,precision-at-25,qa,"{""qa"": 14}",Prompt Injection 2.0: Hybrid AI Threats,"Prompt injection attacks, where malicious input is designed to manipulate AI systems into ignoring their original instructions and following unauthorized commands instead, were first discovered by Preamble, Inc. in May 2022 and responsibly disclosed to OpenAI. Over the last three years, these attacks have continued to pose a critical security threat to LLM-integrated systems. The emergence of agentic AI systems, where LLMs autonomously perform multistep tasks through tools and coordination with other agents, has fundamentally transformed the threat landscape. Modern prompt injection attacks can now combine with traditional cybersecurity exploits to create hybrid threats that systematically evade traditional security controls. This paper presents a comprehensive analysis of Prompt Injection 2.0, examining how prompt injections integrate with Cross-Site Scripting (XSS), Cross-Site Request Forgery (CSRF), and other web security vulnerabilities to bypass traditional security measures. We build upon Preamble's foundational research and mitigation technologies, evaluating them against contemporary threats, including AI worms, multi-agent infections, and hybrid cyber-AI attacks. Our analysis incorporates recent benchmarks that demonstrate how traditional web application firewalls, XSS filters, and CSRF tokens fail against AI-enhanced attacks. We also present architectural solutions that combine prompt isolation, runtime security, and privilege separation with novel threat detection capabilities.",Jeremy McHugh; Kristina Šekrst; Jon Cefalu,2025-07-17T14:33:36Z,2025-07-17T14:33:36Z,cs.CR;cs.AI,https://arxiv.org/abs/2507.13169v1,include,,"Title/abstract explicitly connects an LLM/AI agent with a security, privacy, authorization, provenance, audit, or forensic concern."
2508.10043,,precision-at-25,qa,"{""qa"": 11}",Securing Agentic AI: Threat Modeling and Risk Analysis for Network Monitoring Agentic AI System,"When combining Large Language Models (LLMs) with autonomous agents, used in network monitoring and decision-making systems, this will create serious security issues. In this research, the MAESTRO framework consisting of the seven layers threat modeling architecture in the system was used to expose, evaluate, and eliminate vulnerabilities of agentic AI. The prototype agent system was constructed and implemented, using Python, LangChain, and telemetry in WebSockets, and deployed with inference, memory, parameter tuning, and anomaly detection modules. Two practical threat cases were confirmed as follows: (i) resource denial of service by traffic replay denial-of-service, and (ii) memory poisoning by tampering with the historical log file maintained by the agent. These situations resulted in measurable levels of performance degradation, i.e. telemetry updates were delayed, and computational loads were increased, as a result of poor system adaptations. It was suggested to use a multilayered defense-in-depth approach with memory isolation, validation of planners and anomaly response systems in real-time. These findings verify that MAESTRO is viable in operational threat mapping, prospective risk scoring, and the basis of the resilient system design. The authors bring attention to the importance of the enforcement of memory integrity, paying attention to the adaptation logic monitoring, and cross-layer communication protection that guarantee the agentic AI reliability in adversarial settings.",Pallavi Zambare; Venkata Nikhil Thanikella; Ying Liu,2025-08-12T00:14:12Z,2025-08-12T00:14:12Z,cs.CR;cs.AI,https://arxiv.org/abs/2508.10043v1,include,,"Title/abstract explicitly connects an LLM/AI agent with a security, privacy, authorization, provenance, audit, or forensic concern."
